COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Italy,2022,1179.454,7,3.01,7.41,5,26.61,11.41
Russia,2022,1013.685,8,12.96,14.34,13.74,11.32,14.15
India,2022,870.609,9,7.99,14.16,4.71,7.49,14.97
Canada,2022,856,10,15,5,19.36,19.47,8.35
Brazil,2022,717.406,11,15,5,5,10.5,21
Australia,2022,680.151,12,5.02,12.64,20.25,19.98,8.56
Spain,2022,651.983,13,15,9.88,15.2,19.22,8.24
Mexico,2022,503.715,14,2.4,14.24,10.39,8.72,17.43
South Korea,2022,431.847,15,9.66,5,14.92,13.39,16.74
Netherlands,2022,418.689,16,3.01,11.97,15.71,23.8,10.2
Turkey,2022,409.796,17,15,11.33,10.18,9.77,12.22
Saudi Arabia,2022,354.238,18,22.65,15.84,14.51,8.81,11.01
Poland,2022,288.706,19,5.1,9.97,11.04,14.02,17.52
Indonesia,2022,279.572,20,4.42,8.7,8.08,10.19,20.37
Sweden,2022,264.454,21,2.8,15.28,19.05,21.53,9.23
Switzerland,2022,263.061,22,2.16,15.42,12.35,24.28,10.4
Argentina,2022,259.944,23,1.82,12.71,15.8,12.38,15.48
South Africa,2022,169.072,24,2.5,18.89,16.89,7.11,14.23
Israel,2022,159.824,25,12.1,16.07,11.78,10.11,12.63
Thailand,2022,152.594,26,5.03,14.64,16.01,8.78,17.56
Greece,2022,133.948,27,7.58,6.39,8.65,25.27,10.83
Egypt,2022,123.069,28,4.6,10.94,6.76,8.02,16.04
Portugal,2022,121.331,29,3.17,10.37,14.99,23.29,9.98
Colombia,2022,120.918,30,8.25,13.15,15.77,9.88,12.35
Romania,2022,118.164,31,4.68,8.78,5,15.53,19.42
Philippines,2022,110.233,32,5.08,15.7,8.98,8.7,17.39
New Zealand,2022,101.737,33,2.79,12.61,21.13,21.17,9.07
Malaysia,2022,96.301,34,3.65,20.15,8,8.3,16.6
United Arab Emirates,2022,96.234,35,17.04,14.76,12.98,10.8,13.5
Vietnam,2022,90.958,36,8.82,15.45,10.83,8.99,17.97
Chile,2022,87.44,37,5.78,18.38,19.05,10.53,13.17
Iran,2022,83.674,38,13.94,18.82,19.11,9.48,11.85
Nigeria,2022,77.634,39,4.52,4.3,4.31,12.28,24.56
Singapore,2022,77.042,40,15.76,15.13,17.41,10.25,12.81
Ireland,2022,75.815,41,1.03,12.33,22.37,21.34,9.14
Peru,2022,71.761,42,4.88,16.47,16.66,11.18,13.98
Bangladesh,2022,66.981,43,7.6,12.4,2.62,8,16
Pakistan,2022,54.157,44,15.92,9.4,5.55,9.62,19.24
Kazakhstan,2022,51.275,45,2.38,20.06,10.6,11.85,14.81
USA,2023,11304.787,1,9.11,11.29,23.02,15.29,6.55
China,2023,6029.218,2,5.03,11.91,10.37,10.15,20.31
Germany,2023,2281.484,3,3.08,10.68,19.21,22.99,9.85
Japan,2023,2131.074,4,2.77,9.97,23.3,20.64,8.84
France,2023,1734.881,5,3.42,9.12,5,27.11,11.62
UK,2023,1609.571,6,5.05,11.82,20.05,19.36,8.3
Italy,2023,1269.404,7,2.99,7.41,5,26.94,11.54
India,2023,937.84,8,7.9,14.16,4.59,7.52,15.04
Canada,2023,888.528,9,15,5,18.68,19.71,8.45
Russia,2023,863.972,10,14.79,14.34,13.67,10.97,13.71
Brazil,2023,825.422,11,15,5,5,10.5,21
Spain,2023,728.767,12,15,9.88,14.85,19.35,8.29
Australia,2023,695.724,13,5.01,12.64,21.01,19.72,8.45
Mexico,2023,620.407,14,2.31,14.24,9.36,8.75,17.5
Turkey,2023,573.901,15,15,11.33,9.78,10.57,13.21
Netherlands,2023,461.245,16,3.34,11.97,15.56,23.64,10.13
South Korea,2023,442.752,17,11.23,5,15.62,12.75,15.93
Saudi Arabia,2023,384.043,18,22.55,15.84,13.69,8.9,11.13
Poland,2023,365.579,19,6.98,9.97,11.75,13.3,16.63
Indonesia,2023,290.607,20,4.93,10.56,8.52,9.77,19.53
Switzerland,2023,288.423,21,2.21,15.42,11.65,24.41,10.46
Sweden,2023,266.256,22,3.16,15.28,19.45,21.26,9.11
Argentina,2023,255.856,23,2,13.22,16.35,12.23,15.29
Israel,2023,165.556,24,13.81,16.07,11.57,10.18,12.73
South Africa,2023,158.223,25,2.31,19.17,16.89,7.1,14.2
Thailand,2023,148.362,26,4.9,14.19,15.56,8.98,17.96
Romania,2023,139.146,27,4.38,8.78,5,15.6,19.49
Greece,2023,139,28,5.91,6.39,8.58,25.15,10.78
Colombia,2023,131.884,29,8.46,13.15,16.19,9.8,12.25
Portugal,2023,130.506,30,3.49,10.37,14.56,23.05,9.88
Philippines,2023,108.094,31,4.77,16.73,8.77,8.16,16.33
New Zealand,2023,104.446,32,2.95,12.73,19.21,21.75,9.32
Egypt,2023,102.206,33,4.2,10.94,6.93,8.05,16.11
Chile,2023,99.227,34,5.95,18.38,19.17,10.44,13.05
United Arab Emirates,2023,97.286,35,17.04,14.76,14.41,10.3,12.88
Vietnam,2023,95.437,36,8.82,15.45,10.45,9.04,18.08
Iran,2023,90.573,37,14.98,18.82,19.06,9.28,11.6
Malaysia,2023,89.757,38,4.05,14.1,7.94,8.85,17.69
Singapore,2023,89.307,39,18.42,14.07,17.39,9.94,12.42
Ireland,2023,78.446,40,1.02,12.33,22.16,21.42,9.18
Peru,2023,78.132,41,5.51,18.86,15.95,10.72,13.4
Kazakhstan,2023,64.257,42,1.9,20.8,10.7,11.58,14.48
Bangladesh,2023,63.674,43,7.11,13,2.47,8.01,16.02
Nigeria,2023,58.487,44,6.21,3.65,4.31,12.12,24.25
Pakistan,2023,48.638,45,14.99,9.76,4.68,9.84,19.67
USA,2005,4500.092,1,12.05,13.55,17.94,16.43,7.04
Japan,2005,1762.056,2,2.74,9.97,17.75,22.59,9.68
Germany,2005,1392.6,3,2.63,10.07,16.39,22.86,9.8
France,2005,1204.628,4,3.74,9.48,5,26.87,11.52
UK,2005,1098.599,5,6.3,12.96,17.72,20.17,8.64
Italy,2005,843.858,6,3.39,8.97,5,24.91,10.68
China,2005,764.792,7,10.23,11.91,7.49,9.81,19.61
Spain,2005,519.6,8,15,10.77,14.4,19.19,8.22
Canada,2005,373.47,9,15,5,17.13,20.25,8.68
Mexico,2005,290.669,10,1.61,21.9,11.14,8.08,16.17
Brazil,2005,290.611,11,15,5,5,10.5,21
Netherlands,2005,262.424,12,3.2,11.72,14.25,23.01,9.86
Australia,2005,258.531,13,5.2,12.17,15.9,21.61,9.26
India,2005,242.916,14,10.42,11.21,2.94,7.81,15.62
Turkey,2005,233.313,15,15,12.87,10.32,8.93,11.16
South Korea,2005,233.218,16,12.56,5,8.88,13.53,16.91
Russia,2005,214.715,17,11.34,11.95,9.9,12.4,15.49
Sweden,2005,183.664,18,2.74,12.73,12.83,23.43,10.04
Switzerland,2005,143.721,19,2.57,15.7,9.39,23.96,10.27
Poland,2005,130.588,20,4.35,12.27,8.99,13.62,17.02
Greece,2005,128.751,21,6.23,8.7,11.44,21.84,9.36
Saudi Arabia,2005,104.437,22,27.46,19.29,8.8,8.44,10.55
Portugal,2005,97.885,23,3.41,10.85,14.63,22.66,9.71
South Africa,2005,91.78,24,4.91,19.92,10.92,8.01,16.02
Argentina,2005,91.563,25,3.47,15.8,16.1,11.37,14.22
Indonesia,2005,72.736,26,3.97,15.18,4.21,10.04,20.09
Israel,2005,50.047,27,14.3,13.16,9.57,9.79,12.24
Ireland,2005,46.319,28,1.64,13.68,18.25,22.09,9.47
Iran,2005,44.045,29,13.61,21.9,9.01,10.88,13.6
New Zealand,2005,40.799,30,3.07,15.56,17.38,20.55,8.81
Thailand,2005,40.151,31,5.14,20.55,10.5,8.4,16.81
Colombia,2005,38.636,32,13.04,13.15,16.83,8.85,11.06
United Arab Emirates,2005,34.987,33,23.22,13.57,8.38,10.97,13.71
Malaysia,2005,33.496,34,8.46,16.75,5.55,8.58,17.15
Romania,2005,32.77,35,6.21,10.84,5,14.81,18.51
Philippines,2005,25.98,36,6.82,12.42,6.61,6.28,12.55
Chile,2005,25.325,37,12.52,16.2,12.87,10.74,13.42
Nigeria,2005,21.08,38,2.23,8.55,6.41,11.67,23.34
Pakistan,2005,20.977,39,24.45,13.78,3.98,7.92,15.84
Egypt,2005,20.97,40,8.95,15.04,5.24,7.58,15.16
Peru,2005,17.494,41,7.95,14.28,12.59,10.87,13.58
Singapore,2005,16.436,42,33.7,22.28,7.89,7.08,8.84
Kazakhstan,2005,13.233,43,4.71,10.29,11.53,14.22,17.78
Vietnam,2005,12.679,44,6.8,18,8.67,9.23,18.46
Bangladesh,2005,9.893,45,9.48,17.34,4.39,7.4,14.81
USA,1959,152.839,1,9.56,13.55,16.16,18.98,8.13
Russia,1959,51.364,2,6.91,8.95,9.72,11.56,14.44
Canada,1959,39.587,3,15,5,14.82,21.06,9.03
Germany,1959,25.978,4,4.24,9.53,15.94,24.05,10.31
UK,1959,23.491,5,11.31,12.67,15.97,17.95,7.69
France,1959,21.453,6,5.77,11.51,5,25.45,10.91
China,1959,18.809,7,13.21,9.56,6.09,9.92,19.84
Italy,1959,12.315,8,4.03,8.73,5,26.5,11.36
Japan,1959,11.791,9,3.02,16.13,15.07,21.28,9.12
Poland,1959,6.019,10,4.1,16.8,8.38,14.1,17.63
India,1959,6.01,11,14.78,13.32,3.05,8.63,17.26
Spain,1959,5.325,12,15,8.84,12.41,20.56,8.81
Brazil,1959,5.286,13,15,5,5,10.5,21
Sweden,1959,4.945,14,4,9.8,11.8,24.74,10.6
Australia,1959,4.654,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1959,4.484,16,4.93,12.07,12.28,23.65,10.14
Romania,1959,4.144,17,11.82,14.73,5,13.05,16.31
Argentina,1959,2.926,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1959,2.123,19,5.38,15.59,7.84,24.21,10.37
Mexico,1959,1.929,20,1.72,12.15,9.9,10.12,20.24
Egypt,1959,1.737,21,9.79,15.35,6.66,9.77,19.53
Turkey,1959,1.636,22,15,12.87,7.19,12.29,15.37
South Africa,1959,1.599,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1959,1.568,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1959,1.565,25,4.86,14.76,9.25,13.63,17.04
Philippines,1959,1.542,26,12.48,15.24,6.52,3.96,7.91
Chile,1959,1.537,27,14.85,13.52,10.96,11.53,14.41
Israel,1959,0.958,28,14.06,13.67,9.41,9.71,12.14
South Korea,1959,0.908,29,20.31,5,8.28,12.77,15.96
Portugal,1959,0.906,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1959,0.872,31,7.55,18,9.48,8.99,17.99
Iran,1959,0.837,32,14.48,18.35,10.95,10.13,12.66
Greece,1959,0.804,33,10.81,8.38,9.61,22.9,9.81
Colombia,1959,0.801,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1959,0.798,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1959,0.559,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1959,0.552,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1959,0.529,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1959,0.48,39,2.23,8.55,2.37,12.28,24.56
Thailand,1959,0.455,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1959,0.45,41,7.8,19.11,4.58,8.13,16.26
Peru,1959,0.396,42,8.33,15.25,10.77,11.8,14.75
Ireland,1959,0.392,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1959,0.12,44,19.16,13.57,7.57,11.94,14.93
Singapore,1959,0.103,45,29.92,20.31,7.39,6.87,8.59
USA,2024,11909.016,1,9.11,11.29,23.02,15.29,6.55
China,2024,6180.791,2,5.06,11.91,10.37,10.15,20.3
Germany,2024,2343.186,3,3.93,10.68,19.21,22.69,9.72
Japan,2024,2036.377,4,3.25,9.97,23.3,20.47,8.77
France,2024,1794.026,5,3.59,9.12,5,27.05,11.59
UK,2024,1738.844,6,5.25,11.82,20.05,19.29,8.27
Italy,2024,1305.868,7,3.18,7.41,5,26.87,11.51
India,2024,1007.465,8,7.63,14.16,4.59,7.56,15.12
Russia,2024,923.157,9,18.9,14.34,13.67,10.15,12.68
Canada,2024,922.292,10,15,5,17.76,20.04,8.59
Brazil,2024,823.421,11,15,5,5,10.5,21
Spain,2024,776.552,12,15,9.88,14.85,19.35,8.29
Australia,2024,704.778,13,4.96,12.64,21.01,19.73,8.46
Turkey,2024,683.468,14,15,11.33,9.78,10.57,13.21
Mexico,2024,632.881,15,2.97,14.24,9.36,8.65,17.3
Netherlands,2024,493.116,16,4.34,11.97,15.56,23.29,9.98
South Korea,2024,450.093,17,11.32,5,15.5,12.75,15.94
Poland,2024,412.968,18,8.47,9.97,11.75,13,16.25
Saudi Arabia,2024,395.249,19,22.31,15.64,13.69,8.99,11.24
Switzerland,2024,301.31,20,2.27,15.42,11.65,24.39,10.45
Indonesia,2024,295.934,21,4.6,10.56,8.52,9.82,19.63
Sweden,2024,278.137,22,4.12,15.28,19.45,20.93,8.97
Argentina,2024,251.485,23,1.93,13.22,16.35,12.24,15.3
Israel,2024,174.873,24,19.99,16.07,11.57,8.95,11.18
South Africa,2024,166.396,25,2.11,18.52,16.89,7.23,14.46
Romania,2024,153.073,26,5.85,8.78,5,15.3,19.13
Thailand,2024,151.912,27,4.54,13.09,15.56,9.2,18.4
Colombia,2024,151.152,28,10.12,13.15,17.24,9.26,11.57
Greece,2024,146.605,29,6.58,6.39,8.58,24.91,10.68
Portugal,2024,140.03,30,3.57,10.37,14.56,23.02,9.87
Philippines,2024,114.182,31,5.44,16.55,8.77,8.09,16.18
New Zealand,2024,106.534,32,2.82,12.73,19.21,21.79,9.34
Vietnam,2024,104.791,33,8.82,15.45,10.45,9.04,18.08
United Arab Emirates,2024,102.815,34,17.04,14.76,14.41,10.3,12.88
Egypt,2024,100.433,35,2.93,10.94,6.93,8.24,16.49
Singapore,2024,100.085,36,20.13,12.86,17.39,9.84,12.29
Chile,2024,97.294,37,5.84,18.38,19.3,10.43,13.04
Malaysia,2024,94.757,38,4.52,14.1,7.94,8.77,17.55
Iran,2024,94.085,39,12.55,18.82,19.06,9.77,12.21
Peru,2024,85.049,40,4.06,19.21,15.95,10.94,13.67
Ireland,2024,84.223,41,1,12.33,22.16,21.42,9.18
Kazakhstan,2024,71.531,42,1.94,21.96,10.7,11.35,14.18
Bangladesh,2024,65.524,43,6.9,11.99,2.47,8.19,16.38
Pakistan,2024,53.703,44,13.83,9.76,4.68,10.01,20.02
Nigeria,2024,30.271,45,3.07,2.98,4.31,12.7,25.39
USA,1957,138.63,1,9.56,13.55,16.16,18.98,8.13
Russia,1957,46.589,2,6.91,8.95,9.72,11.56,14.44
Canada,1957,35.906,3,15,5,14.82,21.06,9.03
Germany,1957,23.563,4,4.24,9.53,15.94,24.05,10.31
UK,1957,21.307,5,11.31,12.67,15.97,17.95,7.69
France,1957,19.458,6,5.77,11.51,5,25.45,10.91
China,1957,17.06,7,13.21,9.56,6.09,9.92,19.84
Italy,1957,11.17,8,4.03,8.73,5,26.5,11.36
Japan,1957,10.695,9,3.02,16.13,15.07,21.28,9.12
Poland,1957,5.46,10,4.1,16.8,8.38,14.1,17.63
India,1957,5.451,11,14.78,13.32,3.05,8.63,17.26
Spain,1957,4.83,12,15,8.84,12.41,20.56,8.81
Brazil,1957,4.795,13,15,5,5,10.5,21
Sweden,1957,4.486,14,4,9.8,11.8,24.74,10.6
Australia,1957,4.222,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1957,4.067,16,4.93,12.07,12.28,23.65,10.14
Romania,1957,3.759,17,11.82,14.73,5,13.05,16.31
Argentina,1957,2.654,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1957,1.925,19,5.38,15.59,7.84,24.21,10.37
Mexico,1957,1.749,20,1.72,12.15,9.9,10.12,20.24
Egypt,1957,1.575,21,9.79,15.35,6.66,9.77,19.53
Turkey,1957,1.484,22,15,12.87,7.19,12.29,15.37
South Africa,1957,1.45,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1957,1.422,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1957,1.419,25,4.86,14.76,9.25,13.63,17.04
Philippines,1957,1.399,26,12.48,15.24,6.52,3.96,7.91
Chile,1957,1.394,27,14.85,13.52,10.96,11.53,14.41
Israel,1957,0.869,28,14.06,13.67,9.41,9.71,12.14
South Korea,1957,0.824,29,20.31,5,8.28,12.77,15.96
Portugal,1957,0.822,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1957,0.791,31,7.55,18,9.48,8.99,17.99
Iran,1957,0.759,32,14.48,18.35,10.95,10.13,12.66
Greece,1957,0.729,33,10.81,8.38,9.61,22.9,9.81
Colombia,1957,0.727,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1957,0.723,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1957,0.507,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1957,0.5,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1957,0.48,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1957,0.435,39,2.23,8.55,2.37,12.28,24.56
Thailand,1957,0.412,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1957,0.408,41,7.8,19.11,4.58,8.13,16.26
Peru,1957,0.359,42,8.33,15.25,10.77,11.8,14.75
Ireland,1957,0.356,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1957,0.109,44,19.16,13.57,7.57,11.94,14.93
Singapore,1957,0.093,45,29.92,20.31,7.39,6.87,8.59
USA,1995,2609.675,1,9.56,13.55,16.16,16.03,6.87
Japan,1995,2018.95,2,2.7,10.38,15.07,23.4,10.03
Germany,1995,1589.714,3,2.69,9.45,15.94,23.03,9.87
France,1995,914.509,4,4.49,10.76,5,26.16,11.21
Italy,1995,655.553,5,2.84,8.61,5,21.28,9.12
UK,1995,569.38,6,7.57,11.86,15.97,19.72,8.45
Spain,1995,276.377,7,15,10.66,12.41,19.93,8.54
Brazil,1995,250.749,8,15,5,5,10.5,21
China,1995,243.603,9,15.16,18.72,6.09,8.26,16.51
Canada,1995,229.278,10,15,5,14.82,21.06,9.03
Netherlands,1995,223.844,11,3.33,9.67,12.28,23,9.86
Sweden,1995,161.044,12,2.81,10.18,11.8,22.59,9.68
South Korea,1995,140.709,13,20.31,5,8.28,12.6,15.75
Australia,1995,135.914,14,6,12.17,14.6,21.78,9.33
Switzerland,1995,119.865,15,4.06,15.31,7.84,23.91,10.25
India,1995,100.153,16,10.5,13.32,3.05,6.85,13.7
Argentina,1995,75.052,17,5.76,15.4,17.82,10.16,12.7
Greece,1995,72.669,18,6.64,6.41,9.61,20.08,8.6
Poland,1995,68.827,19,4.1,16.8,8.38,12.28,15.35
Mexico,1995,66.039,20,2.18,24.12,9.9,6.68,13.37
Russia,1995,64.44,21,6.91,8.95,9.72,11.56,14.44
South Africa,1995,55.609,22,5.5,20.47,11.86,6.59,13.18
Turkey,1995,54.024,23,15,12.87,7.19,10.39,12.99
Portugal,1995,52.735,24,4.01,11.66,14.06,19.38,8.3
Saudi Arabia,1995,45.577,25,28.45,16.84,9.16,8.66,10.82
Israel,1995,35.17,26,14.06,13.67,9.41,9.8,12.26
Indonesia,1995,27.072,27,8.52,6.15,3.59,9.84,19.68
Thailand,1995,25.333,28,13.67,18.9,9.25,8.27,16.53
New Zealand,1995,23.147,29,4.43,14,14.71,21.21,9.09
Malaysia,1995,21.874,30,11.18,19.5,4.58,7.56,15.12
United Arab Emirates,1995,19.659,31,19.16,13.57,7.57,11.94,14.93
Philippines,1995,19.476,32,10.52,15.24,6.52,5.95,11.9
Colombia,1995,19.3,33,10.68,12.48,14.88,9.25,11.56
Ireland,1995,18.484,34,2.52,12.74,14.96,19.64,8.42
Nigeria,1995,16.91,35,3.87,8.55,2.37,12.03,24.06
Iran,1995,14.461,36,8.5,14.55,10.95,13.2,16.49
Egypt,1995,14.448,37,9.79,15.35,6.66,6.33,12.65
Pakistan,1995,13.543,38,27.21,10.31,6.26,7.68,15.37
Chile,1995,13.365,39,12.71,15.02,10.96,11.39,14.24
Peru,1995,11.91,40,8.33,15.25,10.77,9.29,11.62
Romania,1995,11.089,41,7.98,14.73,5,13.31,16.64
Singapore,1995,10.694,42,29.38,20.31,7.39,6.94,8.67
Kazakhstan,1995,5.372,43,4.86,14.76,9.25,13.63,17.04
Bangladesh,1995,5.21,44,11.44,15.2,5.21,7.5,15.01
Vietnam,1995,4.562,45,7.55,18,9.48,8.99,17.99
USA,2014,6623.237,1,10.41,13.55,21.48,16.35,7.01
China,2014,3522.596,2,5.99,11.91,9.66,10.12,20.23
Japan,2014,2085.237,3,2.49,9.97,22.57,20.99,8.99
Germany,2014,1750.058,4,2.53,10.85,18.73,22.61,9.69
France,2014,1688.201,5,3.18,9.48,5,27.07,11.6
UK,2014,1378.392,6,5.3,13.39,19.28,19.25,8.25
Italy,2014,1097.335,7,2.52,7.97,5,25.97,11.13
Brazil,2014,835.384,8,15,5,5,10.5,21
Russia,2014,767.689,9,11.77,11.49,9.16,13.1,16.38
Spain,2014,621.11,10,15,9.49,14.09,19.75,8.46
India,2014,589.029,11,9.5,15.72,3.25,7.54,15.09
Canada,2014,579.374,12,15,5,18.97,19.61,8.4
Australia,2014,560.646,13,4.82,12.17,17.64,21.13,9.06
Mexico,2014,441.056,14,1.84,18.81,10.35,8.77,17.53
Turkey,2014,419.983,15,15,13.53,10.29,10.83,13.53
Netherlands,2014,384.345,16,2.46,11.56,15.18,23.62,10.12
South Korea,2014,373.501,17,12.8,5,11.74,12.96,16.2
Saudi Arabia,2014,284.946,18,26.55,15.84,9.28,9.58,11.97
Sweden,2014,271.822,19,2.27,15.05,17.97,22.09,9.47
Argentina,2014,242.489,20,2.26,13.8,16.49,11.94,14.92
Switzerland,2014,234.186,21,1.97,15.32,10.79,24.54,10.52
Poland,2014,218.841,22,4.47,11.57,10.47,13.65,17.06
Indonesia,2014,188.8,23,4.24,17.9,5.41,9.24,18.47
South Africa,2014,150.936,24,3.49,18.99,14.92,8.01,16.03
Greece,2014,140.751,25,4.6,7.1,8.77,24.92,10.68
Portugal,2014,131.467,26,2.53,9.91,11.15,23.16,9.93
Colombia,2014,124.2,27,9.94,13.15,16.18,10.64,13.3
Thailand,2014,112.79,28,6.22,20.54,12.66,8.26,16.52
Israel,2014,94.854,29,14.74,14.9,11.4,10.43,13.04
Iran,2014,91.518,30,14.8,19.66,23.14,8.33,10.41
Malaysia,2014,87.8,31,5.53,19.8,7.82,8.47,16.94
Egypt,2014,85.908,32,4.74,10.94,4.16,8.62,17.23
United Arab Emirates,2014,77.564,33,17.04,13.57,7.78,12.32,15.4
New Zealand,2014,74.771,34,2.65,15.53,18.51,20.58,8.82
Romania,2014,69.499,35,3.99,9.26,5,15.37,19.21
Nigeria,2014,68.902,36,3.1,9.04,3.34,11.93,23.86
Ireland,2014,65.856,37,1.23,12.97,18.02,19.88,8.52
Chile,2014,64.57,38,8.25,19.92,15.69,10.7,13.38
Philippines,2014,55.884,39,6.2,15.52,7.51,7.75,15.49
Peru,2014,52.567,40,7.04,16.23,13.1,11.7,14.63
Vietnam,2014,51.359,41,8.01,16.81,9.12,9.16,18.32
Kazakhstan,2014,47.681,42,4.9,16.08,10.03,13.13,16.42
Singapore,2014,42.283,43,23.87,20.47,13.66,8.4,10.5
Pakistan,2014,39.206,44,17.34,11.3,3.34,9.45,18.9
Bangladesh,2014,28.735,45,9.67,13.31,3.59,7.73,15.45
USA,1986,1693.701,1,9.56,13.55,16.16,15.94,6.83
Japan,1986,776.315,2,3.02,18.05,15.07,20.6,8.83
Germany,1986,425.378,3,4.24,9.53,15.94,22.73,9.74
France,1986,377.82,4,5.77,9.44,5,26.18,11.22
Italy,1986,342.473,5,4.03,8.73,5,22.97,9.84
UK,1986,240.089,6,11.31,10.22,15.97,18.16,7.78
Russia,1986,191.767,7,6.91,8.95,9.72,11.56,14.44
Canada,1986,147.795,8,15,5,14.82,21.06,9.03
Spain,1986,113.014,9,15,8.84,12.41,20.56,8.81
Netherlands,1986,99.536,10,4.93,10.83,12.28,22.12,9.48
China,1986,99.432,11,13.21,10.44,6.09,9.79,19.58
Brazil,1986,83.595,12,15,5,5,10.5,21
Sweden,1986,79.455,13,4,8.29,11.8,20.75,8.89
India,1986,74.525,14,14.78,13.32,3.05,7.67,15.34
Australia,1986,69.331,15,7.04,13.25,14.6,21.04,9.02
Mexico,1986,51.587,16,1.72,12.15,9.9,2.95,5.91
Switzerland,1986,43.05,17,5.38,15.73,7.84,23.63,10.13
Iran,1986,36.768,18,14.48,18.35,10.95,11.21,14.01
South Korea,1986,28.792,19,20.31,5,8.28,11.62,14.52
Saudi Arabia,1986,27.65,20,35.44,14.71,9.16,7.69,9.61
South Africa,1986,22.978,21,5.5,20.47,11.86,7.36,14.72
Poland,1986,22.474,22,4.1,16.8,8.38,14.06,17.57
Greece,1986,21.412,23,10.81,6.49,9.61,20.74,8.89
Argentina,1986,20.499,24,5.78,15.4,17.82,10.47,13.09
Romania,1986,16.501,25,11.82,14.73,5,13.29,16.61
Indonesia,1986,16.158,26,7.19,5.86,3.59,9.98,19.97
Turkey,1986,15.749,27,15,12.87,7.19,9.88,12.35
Portugal,1986,15.67,28,4.36,7.21,14.06,18.82,8.07
Israel,1986,15.396,29,14.06,13.67,9.41,7.54,9.43
New Zealand,1986,13.162,30,4.59,8.09,14.71,18.85,8.08
Egypt,1986,12.401,31,9.79,15.35,6.66,8.72,17.43
United Arab Emirates,1986,10.15,32,19.16,13.57,7.57,11.94,14.93
Thailand,1986,9.735,33,13.67,18.9,9.25,5.89,11.78
Ireland,1986,9.291,34,2.49,9.82,14.96,18.91,8.11
Philippines,1986,7.324,35,12.48,15.24,6.52,3.96,7.91
Colombia,1986,7.29,36,10.86,17.23,14.88,8.26,10.33
Pakistan,1986,7.125,37,25.1,7.8,6.26,8.38,16.75
Malaysia,1986,6.839,38,7.8,19.11,4.58,8.13,16.26
Nigeria,1986,6.577,39,2.23,8.55,2.37,12.28,24.56
Kazakhstan,1986,5.842,40,4.86,14.76,9.25,13.63,17.04
Vietnam,1986,5.794,41,7.55,18,9.48,8.99,17.99
Chile,1986,5.466,42,14.85,13.52,10.96,10.88,13.6
Peru,1986,4.725,43,8.33,15.25,10.77,9.23,11.54
Singapore,1986,4.3,44,29.92,20.31,7.39,5.91,7.39
Bangladesh,1986,2.99,45,10.33,9.13,5.21,8.58,17.16
USA,1962,178.736,1,9.56,13.55,16.16,18.98,8.13
Russia,1962,59.461,2,6.91,8.95,9.72,11.56,14.44
Canada,1962,45.826,3,15,5,14.82,21.06,9.03
Germany,1962,34.135,4,4.24,9.53,15.94,24.05,10.31
UK,1962,27.364,5,11.31,12.67,15.97,17.95,7.69
France,1962,27.338,6,5.77,11.51,5,25.45,10.91
Japan,1962,16.968,7,3.02,16.13,15.07,21.28,9.12
Italy,1962,16.132,8,4.03,8.73,5,26.5,11.36
China,1962,15.613,9,13.21,9.56,6.09,9.92,19.84
Spain,1962,7.474,10,15,8.84,12.41,20.56,8.81
India,1962,7.185,11,14.78,13.32,3.05,8.63,17.26
Poland,1962,6.968,12,4.1,16.8,8.38,14.1,17.63
Brazil,1962,6.268,13,15,5,5,10.5,21
Sweden,1962,6.126,14,4,9.8,11.8,24.74,10.6
Netherlands,1962,5.617,15,4.93,12.07,12.28,23.65,10.14
Australia,1962,5.233,16,7.04,13.25,14.6,21.04,9.02
Romania,1962,4.797,17,11.82,14.73,5,13.05,16.31
Argentina,1962,3.551,18,5.78,15.4,17.82,10.47,13.09
